id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,word_count,quality_weight
674,honestly still anxious a bit. later it changed got distracted again.,rain,8,8.0,2.0,5.0,morning,overwhelmed,tense_face,vague,mixed,4,11,2.0
675,Honestly kinda calm now.,mountain,20,7.0,4.0,4.0,night,focused,,conflicted,neutral,1,4,1.0
676,i guess back to normal after.,ocean,5,7.0,4.0,1.0,morning,overwhelmed,happy_face,clear,mixed,2,6,1.0
677,okay session ...,mountain,10,7.0,5.0,2.0,evening,restless,none,clear,neutral,5,3,1.0
679,still a bit off tbh,rain,25,7.0,5.0,2.0,morning,mixed,neutral_face,vague,restless,1,5,1.0
680,for some reason breathing slowed down.,forest,25,5.0,2.0,5.0,afternoon,focused,none,clear,neutral,2,6,1.0
681,mind was all over the place ...,forest,15,8.0,2.0,4.0,afternoon,neutral,none,clear,overwhelmed,2,7,2.0
682,i guess kinda calm now. ...,ocean,10,5.0,3.0,4.0,morning,focused,calm_face,vague,mixed,3,6,1.0
683,For some reason not sure what changed.,cafe,20,5.0,2.0,2.0,afternoon,mixed,,vague,focused,2,7,2.0
684,at first it was fine.,cafe,30,7.0,1.0,1.0,morning,restless,neutral_face,vague,mixed,3,5,1.0
685,At first okay session. Later it changed kept thinking about work.,mountain,15,4.0,2.0,2.0,morning,neutral,neutral_face,conflicted,calm,1,11,2.0
686,not sure what changed,rain,15,7.0,4.0,2.0,morning,mixed,calm_face,conflicted,calm,4,4,1.0
687,"felt lighter, not fully though ...",cafe,18,8.0,5.0,1.0,morning,restless,tired_face,conflicted,calm,2,6,1.0
688,honestly breathing slowed down.,ocean,10,6.0,2.0,3.0,night,restless,calm_face,conflicted,restless,5,4,1.0
689,At first helped me plan my day.,rain,30,5.0,3.0,4.0,afternoon,calm,neutral_face,clear,calm,1,7,2.0
690,For some reason okay session.,mountain,15,5.0,3.0,1.0,morning,calm,calm_face,conflicted,calm,5,5,1.0
691,felt good for a moment,ocean,10,8.0,2.0,4.0,morning,restless,tired_face,vague,focused,4,5,1.0
692,At first felt good for a moment.,forest,8,5.0,2.0,2.0,morning,overwhelmed,none,clear,calm,4,7,2.0
694,During the session helped me plan my day. Then it shifted felt heavy.,mountain,8,8.0,3.0,5.0,evening,focused,calm_face,clear,calm,2,13,3.0
695,I guess helped me plan my day.,mountain,12,7.0,4.0,3.0,evening,mixed,calm_face,conflicted,neutral,4,7,2.0
696,For some reason felt better after a bit.,forest,8,7.0,5.0,3.0,evening,overwhelmed,neutral_face,vague,restless,5,8,2.0
697,"By the end felt lighter, not fully though.",rain,10,5.0,1.0,2.0,night,restless,,vague,calm,2,8,2.0
698,still anxious a bit,ocean,20,6.0,5.0,5.0,morning,calm,neutral_face,clear,restless,1,4,1.0
699,By the end got distracted again.,mountain,20,8.0,4.0,2.0,morning,neutral,none,conflicted,focused,3,6,1.0
701,Honestly breathing slowed down.,cafe,20,6.0,2.0,2.0,afternoon,mixed,calm_face,conflicted,focused,3,4,1.0
702,back to normal after,ocean,15,4.0,4.0,4.0,evening,focused,none,conflicted,mixed,4,4,1.0
703,At first okay session.,cafe,18,8.0,2.0,3.0,afternoon,restless,tired_face,vague,calm,4,4,1.0
704,"i guess some peace, some noise in head.",cafe,25,7.0,4.0,3.0,night,mixed,happy_face,clear,focused,3,8,2.0
705,back to normal after,ocean,15,4.0,3.0,4.0,morning,restless,happy_face,vague,calm,1,4,1.0
706,During the session that helped a little. Later it changed still anxious a bit.,cafe,8,4.0,5.0,1.0,evening,focused,tired_face,conflicted,calm,2,14,3.0
707,I guess breathing slowed down.,forest,10,5.0,2.0,5.0,afternoon,restless,tense_face,conflicted,mixed,1,5,1.0
708,For some reason could focus for a while.,forest,30,6.0,2.0,2.0,morning,restless,neutral_face,clear,overwhelmed,4,8,2.0
709,I guess still anxious a bit.,ocean,8,8.0,5.0,3.0,evening,mixed,tense_face,conflicted,restless,1,6,1.0
710,Honestly kinda calm now. ...,forest,30,5.0,4.0,3.0,morning,calm,happy_face,conflicted,restless,4,5,1.0
711,breathing slowed down,mountain,5,8.0,2.0,3.0,afternoon,focused,happy_face,clear,calm,5,3,1.0
712,By the end mind was all over the place.,mountain,18,8.0,4.0,2.0,evening,mixed,calm_face,vague,restless,1,9,2.0
713,I guess it was fine.,mountain,12,5.0,3.0,5.0,morning,mixed,tense_face,conflicted,mixed,1,5,1.0
714,at first kept thinking about work.,ocean,12,6.0,1.0,5.0,night,calm,,conflicted,overwhelmed,5,6,1.0
715,At first helped me plan my day.,cafe,25,4.0,2.0,3.0,morning,restless,,clear,restless,2,7,2.0
716,Honestly breathing slowed down.,mountain,18,5.0,1.0,5.0,evening,mixed,neutral_face,clear,restless,2,4,1.0
718,Honestly breathing slowed down.,cafe,8,5.0,1.0,2.0,afternoon,focused,calm_face,vague,focused,4,4,1.0
719,During teh session it was fine. Then it shifted helped me plan my day.,cafe,8,7.0,2.0,4.0,night,neutral,neutral_face,vague,neutral,1,14,3.0
720,At first felt better after a bit.,ocean,5,4.0,2.0,1.0,night,calm,calm_face,vague,mixed,2,7,2.0
721,for a while i was steady but nothing major. cafe ambience weirdly helped.,ocean,12,4.0,4.0,4.0,morning,mixed,none,vague,neutral,2,13,3.0
722,tired but okay,rain,18,8.0,1.0,5.0,morning,overwhelmed,happy_face,conflicted,focused,4,3,1.0
723,somehow i felt itchy in my head. the rain helped a little.,cafe,25,7.0,2.0,2.0,afternoon,restless,,clear,restless,3,12,3.0
724,At first honestly not much change.,rain,12,4.0,1.0,1.0,night,overwhelmed,happy_face,vague,restless,5,6,1.0
725,not gonna lie i felt not very different. my breathing slowed for a moment.,forest,10,5.0,2.0,1.0,afternoon,restless,tense_face,vague,neutral,4,14,3.0
726,it was fine,mountain,30,7.0,5.0,3.0,morning,restless,tired_face,clear,restless,5,3,1.0
727,kind of felt mentally flooded. then my mind wandered again.,ocean,25,3.5,5.0,5.0,evening,focused,tense_face,conflicted,overwhelmed,3,10,2.0
728,For some reason could focus for a while.,forest,15,4.0,2.0,2.0,night,mixed,calm_face,clear,neutral,2,8,2.0
729,kind of felt clearer than earlier. i had to restart once. that part surprised me.,cafe,10,6.0,3.0,5.0,afternoon,calm,,vague,focused,1,15,3.0
730,mind was all over teh place ...,forest,25,8.0,1.0,4.0,afternoon,calm,tense_face,vague,restless,3,7,2.0
731,lowkey felt pretty grounded. i stayed with it anyway.,mountain,15,5.0,2.0,4.0,night,restless,happy_face,clear,calm,5,9,2.0
732,okay session,cafe,5,8.0,3.0,3.0,night,restless,calm_face,conflicted,restless,1,2,1.0
733,honestly i felt able to prioritize. cafe ambience weirdly helped.,ocean,10,3.5,5.0,4.0,afternoon,overwhelmed,calm_face,vague,focused,3,10,2.0
734,at first that helped a little. later it changed felt better after a bit.,forest,5,7.0,3.0,2.0,morning,mixed,calm_face,vague,mixed,3,14,3.0
735,a little lighter,ocean,7,5.0,3.0,4.0,afternoon,mixed,neutral_face,conflicted,restless,4,3,1.0
736,it was fine,forest,20,4.0,5.0,2.0,morning,calm,happy_face,vague,focused,5,3,1.0
737,for some reason breathing slowed down.,ocean,12,7.0,2.0,1.0,evening,mixed,calm_face,vague,calm,1,6,1.0
738,at first felt good for a moment.,mountain,10,4.0,4.0,1.0,evening,focused,tired_face,vague,calm,3,7,2.0
739,"honestly felt lighter, not fully though. after some time could focus for a while.",forest,15,7.0,2.0,1.0,evening,neutral,neutral_face,clear,mixed,1,14,3.0
740,"lowkey felt able to prioritize, but the rain helped a little.",forest,12,4.0,4.0,2.0,night,calm,happy_face,vague,focused,1,11,2.0
741,By teh end felt heavy.,forest,25,5.0,2.0,1.0,night,neutral,happy_face,conflicted,restless,4,5,1.0
742,kinda calm now,rain,12,8.0,2.0,5.0,night,focused,neutral_face,clear,focused,5,3,1.0
743,honestly i felt mentally flooded. it took time to click.,mountain,5,7.0,1.0,2.0,morning,restless,tense_face,vague,overwhelmed,5,10,2.0
744,somehow i felt mostly the same. the rain helped a little.,mountain,30,8.0,2.0,3.0,morning,neutral,neutral_face,vague,neutral,2,11,2.0
745,By the end could focus for a while.,cafe,5,4.0,1.0,5.0,night,overwhelmed,tense_face,vague,restless,2,8,2.0
746,at first felt heavy.,rain,25,7.0,2.0,2.0,evening,focused,tired_face,clear,overwhelmed,2,4,1.0
747,not sure what changed,forest,18,7.0,5.0,4.0,night,restless,tense_face,clear,restless,4,4,1.0
748,felt better,ocean,15,8.5,3.0,2.0,night,restless,none,vague,calm,3,2,1.0
749,for some reason still a bit off tbh.,cafe,12,8.0,3.0,4.0,morning,focused,calm_face,clear,calm,2,8,2.0
750,mind racing,ocean,20,6.0,3.0,2.0,afternoon,overwhelmed,neutral_face,clear,neutral,5,2,1.0
751,mind was all over the place,ocean,5,6.0,3.0,5.0,afternoon,mixed,happy_face,vague,restless,4,6,1.0
752,mind was all over teh place,forest,25,5.0,4.0,4.0,night,focused,calm_face,clear,restless,2,6,1.0
753,it was fine,ocean,30,8.0,3.0,1.0,evening,focused,neutral_face,conflicted,neutral,4,3,1.0
754,at first that helped a little. after some time kept thinking about work.,ocean,18,6.0,3.0,4.0,morning,restless,calm_face,clear,neutral,3,13,3.0
755,"after the session i felt pretty even, but it took time to click.",mountain,25,4.0,2.0,3.0,afternoon,overwhelmed,calm_face,conflicted,neutral,1,13,3.0
756,by the end felt good for a moment.,mountain,5,7.0,3.0,5.0,morning,overwhelmed,tense_face,clear,overwhelmed,3,8,2.0
757,During teh session not sure what changed. Then it shifted it was fine.,forest,5,6.0,4.0,5.0,morning,restless,calm_face,conflicted,focused,2,13,3.0
758,"By the end felt lighter, not fully though.",forest,18,5.0,2.0,4.0,morning,focused,tense_face,vague,neutral,5,8,2.0
759,after the session i felt still carrying too much. the rain helped a little.,mountain,10,8.5,4.0,1.0,evening,calm,neutral_face,conflicted,overwhelmed,1,14,3.0
760,honestly not much change,forest,12,8.0,3.0,3.0,night,calm,tense_face,clear,focused,2,4,1.0
761,"not gonna lie i felt clear enough to plan, but i stayed with it anyway.",forest,12,7.0,3.0,3.0,evening,mixed,,clear,focused,2,15,3.0
762,could focus for a while,rain,15,8.0,2.0,1.0,evening,neutral,neutral_face,conflicted,overwhelmed,3,5,1.0
763,At first could focus for a while. After some time breathing slowed down.,mountain,30,5.0,3.0,2.0,morning,neutral,none,vague,overwhelmed,3,13,3.0
764,At first breathing slowed down. ...,mountain,5,4.0,1.0,2.0,afternoon,overwhelmed,tired_face,conflicted,overwhelmed,4,6,1.0
765,"after the session i felt clearer than earlier, but i kept thinking about emails.",forest,20,8.0,3.0,5.0,evening,neutral,none,clear,focused,3,14,3.0
766,got distracted again,ocean,10,4.0,5.0,1.0,night,calm,calm_face,clear,mixed,5,3,1.0
767,for a while i was steady but nothing major. the rain helped a little.,ocean,18,8.5,3.0,4.0,night,neutral,neutral_face,clear,neutral,5,14,3.0
768,For some reason felt better after a bit.,ocean,18,8.0,2.0,2.0,morning,calm,calm_face,clear,neutral,5,8,2.0
769,lowkey felt like everything piled up. i stayed with it anyway.,mountain,10,3.5,3.0,2.0,night,calm,happy_face,vague,overwhelmed,3,11,2.0
770,felt better after a bit,mountain,10,5.0,5.0,3.0,afternoon,neutral,neutral_face,conflicted,mixed,1,5,1.0
771,At first kept thinking about work.,mountain,20,7.0,1.0,4.0,afternoon,restless,happy_face,vague,mixed,2,6,1.0
772,started off still mentally busy. forest sounds worked for a bit.,forest,18,8.5,2.0,5.0,afternoon,restless,,clear,restless,4,11,2.0
773,started off surprisingly okay. i was more tired than i thought.,rain,18,3.5,1.0,3.0,evening,restless,,vague,calm,3,11,2.0
774,"honestly some peace, some noise in head.",rain,5,7.0,2.0,4.0,night,restless,calm_face,conflicted,calm,4,7,2.0
775,not gonna lie i felt itchy in my head. i was more tired than i thought.,mountain,25,4.0,4.0,1.0,afternoon,restless,happy_face,vague,restless,4,16,3.0
776,not sure what changed ...,ocean,18,6.0,4.0,4.0,evening,mixed,calm_face,vague,overwhelmed,1,5,1.0
777,For some reason helped me plan my day.,rain,15,7.0,1.0,3.0,evening,restless,calm_face,vague,restless,2,8,2.0
778,okay session,mountain,8,6.0,2.0,2.0,afternoon,neutral,none,conflicted,mixed,1,2,1.0
779,kind of felt more at ease. the rain helped a little.,ocean,25,5.0,1.0,1.0,afternoon,calm,calm_face,vague,calm,4,11,2.0
780,"felt lighter, not fully though",ocean,20,5.0,3.0,1.0,evening,overwhelmed,tired_face,clear,restless,4,5,1.0
781,not sure what changed,ocean,25,7.0,5.0,5.0,morning,overwhelmed,,vague,calm,1,4,1.0
782,kind of felt unable to settle. it took time to click. ...,rain,5,6.0,2.0,5.0,night,mixed,tired_face,clear,restless,2,12,3.0
783,I guess breathing slowed down.,mountain,5,8.0,2.0,3.0,evening,restless,neutral_face,conflicted,neutral,5,5,1.0
784,"honestly i felt able to think straight, but i kept thinking about emails.",cafe,20,8.5,2.0,2.0,night,restless,neutral_face,clear,focused,1,13,3.0
785,not sure what changed ...,forest,8,7.0,4.0,3.0,morning,overwhelmed,tense_face,conflicted,mixed,3,5,1.0
786,"kind of felt better but not fully okay, but i kept thinking about emails.",mountain,18,5.0,5.0,5.0,afternoon,,neutral_face,vague,mixed,4,14,3.0
787,"ended up mentally flooded, but the rain helped a little.",rain,5,4.0,4.0,5.0,evening,mixed,tense_face,clear,overwhelmed,1,10,2.0
788,still anxious a bit,forest,10,6.0,5.0,2.0,evening,restless,calm_face,clear,calm,2,4,1.0
789,lowkey felt itchy in my head. the rain helped a little.,forest,15,6.0,4.0,5.0,afternoon,calm,tense_face,conflicted,restless,4,11,2.0
790,"today i was itchy in my head, but i was more tired than i thought. ...",cafe,12,8.0,3.0,3.0,morning,focused,calm_face,vague,restless,1,16,3.0
791,For some reason honestly not much change.,cafe,25,4.0,3.0,4.0,evening,restless,neutral_face,vague,restless,5,7,2.0
792,honestly breathing slowed down.,ocean,30,6.0,5.0,3.0,afternoon,restless,neutral_face,clear,neutral,5,4,1.0
793,could focus for a while,rain,12,5.0,5.0,1.0,morning,mixed,calm_face,vague,focused,1,5,1.0
794,honestly kept thinking about work.,cafe,30,6.0,5.0,1.0,afternoon,calm,none,conflicted,focused,2,5,1.0
795,woke up feeling ready to start work. i was more tired than i thought.,forest,18,6.0,2.0,2.0,night,focused,none,vague,focused,5,14,3.0
796,Honestly felt better after a bit.,mountain,18,7.0,2.0,3.0,evening,neutral,tense_face,clear,focused,2,6,1.0
797,tired but okay,mountain,25,8.5,2.0,2.0,night,focused,,conflicted,calm,4,3,1.0
798,got distracted again,forest,5,7.0,4.0,3.0,night,neutral,,clear,focused,1,3,1.0
799,kind of felt in between. i was more tired than i thought.,ocean,4,4.0,1.0,3.0,evening,mixed,neutral_face,conflicted,mixed,4,12,3.0
800,"I guess felt lighter, not fully though.",forest,30,5.0,1.0,3.0,afternoon,neutral,calm_face,vague,restless,2,7,2.0
801,not gonna lie i felt able to prioritize. sleep probably affected it.,forest,20,3.5,2.0,3.0,afternoon,focused,tense_face,conflicted,focused,3,12,3.0
802,i guess mind was all over teh place.,forest,8,6.0,1.0,4.0,night,neutral,neutral_face,vague,focused,3,8,2.0
803,for a while i was a lot quieter inside. cafe ambience weirdly helped.,ocean,15,8.0,2.0,5.0,morning,neutral,,clear,calm,1,13,3.0
804,"woke up feeling less tense, but i was more tired than i thought.",ocean,20,3.5,5.0,1.0,morning,calm,calm_face,conflicted,calm,3,13,3.0
805,somehow i felt still carrying too much. my breathing slowed for a moment.,rain,18,4.0,1.0,5.0,afternoon,mixed,calm_face,conflicted,overwhelmed,4,13,3.0
806,felt better ...,forest,12,8.5,1.0,1.0,evening,restless,neutral_face,clear,overwhelmed,2,3,1.0
807,for some reason honestly not much change.,mountain,15,7.0,5.0,3.0,night,restless,calm_face,conflicted,calm,2,7,2.0
808,during the session that helped a little. later it changed got distracted again.,mountain,30,5.0,4.0,3.0,morning,restless,tense_face,vague,mixed,4,13,3.0
809,During teh session that helped a little. Then it shifted breathing slowed down.,mountain,5,5.0,4.0,1.0,afternoon,restless,tired_face,vague,calm,4,13,3.0
810,not sure what changed,mountain,20,6.0,1.0,2.0,night,focused,calm_face,clear,restless,3,4,1.0
811,tired but okay,cafe,18,3.5,4.0,3.0,evening,focused,none,clear,focused,4,3,1.0
812,at first okay session.,forest,12,6.0,1.0,2.0,night,neutral,neutral_face,conflicted,mixed,3,4,1.0
813,for some reason still anxious a bit.,forest,12,7.0,3.0,4.0,morning,restless,,vague,calm,2,7,2.0
814,helped me plan my day,mountain,5,8.0,3.0,3.0,morning,mixed,tired_face,vague,mixed,4,5,1.0
815,i noticed i was more organized mentally. it took time to click.,rain,10,7.0,3.0,2.0,afternoon,overwhelmed,tired_face,conflicted,focused,5,12,3.0
816,felt better after a bit,forest,30,6.0,5.0,3.0,night,calm,happy_face,vague,calm,3,5,1.0
817,"some peace, some noise in head",ocean,18,8.0,3.0,3.0,morning,restless,none,conflicted,neutral,5,6,1.0
818,kinda calm now,rain,30,6.0,2.0,4.0,night,restless,neutral_face,vague,mixed,3,3,1.0
819,started off fine i guess. this was better than yesterday. ...,mountain,10,5.0,1.0,3.0,afternoon,calm,neutral_face,conflicted,neutral,5,11,2.0
820,somehow i felt surprisingly okay. i kept thinking about emails.,forest,25,8.5,4.0,5.0,evening,neutral,calm_face,clear,calm,3,10,2.0
821,that helped a little,ocean,18,8.0,2.0,4.0,night,overwhelmed,neutral_face,conflicted,calm,2,4,1.0
822,ended up clearer than earlier. i kept thinking about emails. ...,ocean,30,8.0,3.0,1.0,morning,,calm_face,vague,focused,4,11,2.0
823,At first okay session.,mountain,8,5.0,3.0,4.0,morning,focused,,conflicted,calm,3,4,1.0
824,today i was like everything piled up. this was better than yesterday.,mountain,7,4.0,3.0,5.0,night,neutral,tired_face,vague,overwhelmed,4,12,3.0
825,kinda calm,mountain,7,8.0,4.0,3.0,evening,overwhelmed,neutral_face,clear,focused,5,2,1.0
826,it was fine,ocean,18,8.0,4.0,1.0,night,focused,none,clear,calm,3,3,1.0
827,tired but okay ...,mountain,20,8.5,4.0,4.0,evening,neutral,happy_face,vague,calm,2,4,1.0
828,For some reason okay session.,rain,10,6.0,3.0,2.0,afternoon,restless,none,conflicted,overwhelmed,1,5,1.0
829,honestly felt heavy. then it shifted kinda calm now.,mountain,12,6.0,2.0,4.0,afternoon,overwhelmed,neutral_face,conflicted,mixed,5,9,2.0
830,i guess kinda calm now.,mountain,12,4.0,5.0,1.0,afternoon,mixed,tense_face,vague,focused,3,5,1.0
832,woke up feeling able to think straight. my breathing slowed for a moment.,ocean,20,8.5,5.0,3.0,evening,neutral,tense_face,conflicted,focused,5,13,3.0
833,"By the end some peace, some noise in head.",ocean,25,6.0,4.0,1.0,night,neutral,none,conflicted,focused,4,9,2.0
834,"ended up pretty even, but i couldn't tell if it was helping at first.",forest,35,4.0,3.0,4.0,evening,neutral,,conflicted,neutral,5,14,3.0
835,At first honestly not much change.,mountain,20,5.0,2.0,4.0,night,mixed,calm_face,vague,mixed,5,6,1.0
836,At first still a bit off tbh.,ocean,15,6.0,5.0,2.0,morning,mixed,calm_face,vague,neutral,2,7,2.0
837,i noticed i was in between. i was more tired than i thought.,rain,25,7.0,2.0,4.0,morning,calm,calm_face,conflicted,mixed,3,13,3.0
838,By the end kinda calm now.,cafe,10,5.0,2.0,4.0,afternoon,overwhelmed,tense_face,clear,overwhelmed,3,6,1.0
839,i guess mind was all over the place.,forest,8,6.0,5.0,4.0,night,restless,,conflicted,focused,1,8,2.0
840,honestly not much change,rain,15,4.0,1.0,5.0,night,overwhelmed,neutral_face,vague,overwhelmed,5,4,1.0
841,i noticed i was more organized mentally. my breathing slowed for a moment.,cafe,25,8.0,2.0,1.0,night,neutral,tired_face,clear,focused,1,13,3.0
842,after the session i felt more tired than i expected. i stayed with it anyway.,ocean,12,8.5,1.0,5.0,night,calm,,vague,overwhelmed,3,15,3.0
843,woke up feeling kind of blank. it took time to click.,forest,5,7.0,3.0,4.0,evening,mixed,happy_face,conflicted,neutral,5,11,2.0
844,"i noticed i was split between calm and tension, but sleep probably affected it.",cafe,18,3.5,2.0,1.0,evening,restless,happy_face,vague,mixed,5,14,3.0
845,"i noticed i was kind of jumpy, but i kept thinking about emails.",forest,10,6.0,4.0,5.0,night,calm,,clear,restless,4,13,3.0
846,after the session i felt lighter than before. i was more tired than i thought.,forest,10,7.0,3.0,5.0,afternoon,overwhelmed,none,vague,calm,3,15,3.0
847,"i noticed i was in between, but this was better than yesterday.",ocean,35,5.0,2.0,3.0,morning,restless,tired_face,vague,mixed,1,12,3.0
848,kinda calm,forest,12,6.0,3.0,5.0,afternoon,calm,happy_face,clear,restless,4,2,1.0
849,kind of felt kind of blank. cafe ambience weirdly helped.,forest,10,7.0,1.0,5.0,evening,neutral,,vague,neutral,3,10,2.0
850,more clear today,ocean,4,3.5,3.0,2.0,evening,focused,calm_face,clear,overwhelmed,4,3,1.0
851,a little lighter,mountain,5,6.0,5.0,1.0,afternoon,restless,calm_face,conflicted,calm,2,3,1.0
852,still off ...,forest,15,7.0,1.0,2.0,evening,overwhelmed,happy_face,conflicted,calm,4,3,1.0
853,still heavy,cafe,7,7.0,3.0,5.0,night,mixed,happy_face,conflicted,mixed,2,2,1.0
854,mixed honestly,cafe,5,3.5,4.0,4.0,morning,focused,,vague,neutral,5,2,1.0
855,woke up feeling less tense. i had to restart once.,ocean,15,4.0,2.0,1.0,night,neutral,none,conflicted,calm,2,10,2.0
856,for a while i was mostly the same. this was better than yesterday.,rain,7,5.0,3.0,3.0,morning,focused,neutral_face,vague,neutral,4,13,3.0
857,still heavy,ocean,10,6.0,1.0,2.0,afternoon,mixed,happy_face,conflicted,focused,5,2,1.0
858,after the session i felt in between. i couldn't tell if it was helping at first.,ocean,12,6.0,2.0,1.0,evening,overwhelmed,happy_face,vague,mixed,1,16,3.0
860,today i was itchy in my head. i had to restart once.,ocean,18,8.0,5.0,5.0,morning,calm,none,conflicted,restless,5,12,3.0
861,"kind of felt clearer than earlier, but forest sounds worked for a bit.",ocean,35,7.0,4.0,5.0,night,focused,calm_face,clear,focused,2,13,3.0
863,felt better,rain,7,3.5,4.0,2.0,afternoon,overwhelmed,,clear,overwhelmed,3,2,1.0
864,started off surprisingly okay. it took time to click.,mountain,30,8.5,4.0,5.0,evening,focused,happy_face,conflicted,calm,3,9,2.0
865,"woke up feeling pretty even, but it took time to click.",mountain,12,3.5,5.0,5.0,morning,overwhelmed,,vague,neutral,4,11,2.0
866,honestly i felt pretty grounded. my breathing slowed for a moment.,rain,12,6.0,2.0,5.0,morning,mixed,calm_face,vague,calm,3,11,2.0
868,a little lighter,cafe,20,3.5,2.0,4.0,night,focused,none,conflicted,overwhelmed,3,3,1.0
869,not much change,forest,7,4.0,4.0,1.0,morning,calm,neutral_face,vague,calm,2,3,1.0
870,still off ...,ocean,18,4.0,5.0,1.0,morning,focused,neutral_face,conflicted,focused,4,3,1.0
871,somehow i felt mostly teh same. i had to restart once.,forest,7,8.5,1.0,4.0,evening,mixed,calm_face,clear,neutral,1,11,2.0
872,"kind of felt actually able to focus, but then my mind wandered again.",cafe,25,8.0,3.0,5.0,night,overwhelmed,tense_face,clear,focused,2,13,3.0
873,ended up unable to settle. this was better than yesterday.,ocean,18,8.0,2.0,5.0,afternoon,mixed,tense_face,vague,restless,1,10,2.0
874,lowkey felt kind of blank. i stayed with it anyway. that part surprised me.,mountain,30,8.5,2.0,2.0,evening,restless,tired_face,conflicted,neutral,4,14,3.0
875,a little lighter,forest,5,3.5,5.0,1.0,night,calm,tired_face,conflicted,mixed,5,3,1.0
876,honestly i felt able to prioritize. the rain helped a little.,rain,25,6.0,1.0,4.0,afternoon,overwhelmed,none,clear,focused,2,11,2.0
877,bit restless,ocean,4,6.0,1.0,3.0,afternoon,neutral,neutral_face,vague,restless,1,2,1.0
878,today i was drained and behind. the rain helped a little.,mountain,12,6.0,5.0,4.0,night,mixed,none,clear,overwhelmed,3,11,2.0
879,today i was not very different. ocean audio was nice. ...,rain,7,4.0,1.0,3.0,morning,mixed,happy_face,vague,neutral,4,11,2.0
880,"kind of felt heavy in the chest, but cafe ambience weirdly helped. ...",rain,4,3.5,5.0,2.0,evening,focused,tired_face,conflicted,overwhelmed,3,13,3.0
881,i noticed i was a lot quieter inside. sleep probably affected it.,forest,20,7.0,2.0,2.0,evening,calm,calm_face,clear,calm,4,12,3.0
882,ended up heavy in the chest. cafe ambience weirdly helped.,ocean,10,4.0,5.0,3.0,evening,focused,calm_face,vague,overwhelmed,3,10,2.0
883,woke up feeling more tired than i expected. i kept thinking about emails.,rain,15,8.5,3.0,2.0,afternoon,overwhelmed,tense_face,vague,overwhelmed,2,13,3.0
884,tired but okay ...,cafe,10,6.0,5.0,5.0,night,restless,calm_face,vague,mixed,1,4,1.0
885,by the end i was less tense. ocean audio was nice.,ocean,4,7.0,3.0,2.0,evening,calm,neutral_face,conflicted,calm,2,11,2.0
886,lowkey felt just normal. forest sounds worked for a bit.,forest,20,3.5,1.0,2.0,evening,calm,calm_face,conflicted,neutral,3,10,2.0
887,still heavy,rain,10,8.0,1.0,1.0,evening,focused,calm_face,vague,calm,2,2,1.0
888,"by the end i was okay overall, but this was better than yesterday.",mountain,30,8.5,4.0,3.0,night,overwhelmed,,clear,neutral,4,13,3.0
889,honestly i felt like everything piled up. forest sounds worked for a bit.,mountain,30,6.0,4.0,5.0,night,mixed,tense_face,conflicted,overwhelmed,4,13,3.0
890,a little lighter,ocean,35,8.5,3.0,5.0,night,calm,neutral_face,clear,restless,4,3,1.0
891,"after the session i felt a lot quieter inside, but i stayed with it anyway.",mountain,10,8.5,2.0,5.0,evening,calm,happy_face,vague,calm,2,15,3.0
892,not gonna lie i felt heavy in the chest. i was more tired than i thought. ...,ocean,10,8.5,4.0,4.0,evening,neutral,tense_face,clear,overwhelmed,4,17,3.0
893,not gonna lie i felt okay overall. i was more tired than i thought.,mountain,20,4.0,2.0,3.0,night,focused,neutral_face,conflicted,neutral,1,14,3.0
894,somehow i felt unable to stay with one thought. it took time to click.,cafe,20,8.5,3.0,1.0,evening,focused,calm_face,conflicted,restless,5,14,3.0
895,honestly i felt lighter than before. i stayed with it anyway.,forest,18,4.0,2.0,5.0,night,mixed,none,conflicted,calm,5,11,2.0
896,lowkey felt itchy in my head. i couldn't tell if it was helping at first.,mountain,4,7.0,2.0,2.0,morning,neutral,tired_face,conflicted,restless,5,15,3.0
897,today i was more at ease. i had to restart once.,forest,30,7.0,1.0,3.0,morning,restless,,vague,calm,4,11,2.0
898,kind of felt not bad but not clear either. i was more tired than i thought.,ocean,20,8.0,1.0,3.0,morning,mixed,tired_face,vague,mixed,5,16,3.0
899,"somehow i felt less tense, but i couldn't tell if it was helping at first.",cafe,15,4.0,4.0,2.0,morning,neutral,calm_face,vague,calm,4,15,3.0
900,woke up feeling itchy in my head. sleep probably affected it.,cafe,35,3.5,1.0,5.0,afternoon,focused,tired_face,vague,restless,4,11,2.0
901,hard to focus,cafe,5,6.0,3.0,2.0,night,calm,happy_face,conflicted,neutral,2,3,1.0
902,after the session i felt itchy in my head. this was better than yesterday.,forest,5,8.5,2.0,1.0,morning,focused,neutral_face,vague,restless,2,14,3.0
903,after the session i felt distracted most of the time. i stayed with it anyway. ...,cafe,5,6.0,1.0,5.0,morning,focused,tense_face,clear,restless,5,16,3.0
904,"after the session i felt drained and behind, but i stayed with it anyway.",cafe,20,4.0,5.0,4.0,evening,neutral,tired_face,clear,overwhelmed,1,14,3.0
905,"somehow i felt drained and behind, but it took time to click.",mountain,35,5.0,2.0,1.0,night,overwhelmed,happy_face,conflicted,overwhelmed,5,12,3.0
